SN 1998dx 8   18 10 56.96 +49 53 15.1 15.152 0.012  0.013 0.042 0.566 0.014  0.340 0.010  0.663 0.022 3
SN 1998ec 1   06 53 00.72 +50 03 50.2 16.886 0.011  0.582 0.050 0.937 0.012  0.543 0.007  1.045 0.010 4
SN 1998ec 2   06 52 48.81 +50 04 05.6 16.139 0.011  0.156 0.041 0.716 0.013  0.411 0.007  0.821 0.011 4
SN 1998ec 3   06 52 55.76 +50 02 40.8 17.628 0.010  1.171 0.178 1.483 0.016  0.953 0.015  1.903 0.010 4
SN 1998ec 4   06 52 53.61 +50 01 07.9 16.845 0.011  0.132 0.044 0.712 0.015  0.410 0.009  0.804 0.016 4
SN 1998ec 5   06 52 53.13 +50 00 53.5 18.101 0.010  1.112 0.217 1.238 0.025  0.786 0.010  1.454 0.020 4
SN 1998ec 6   06 52 57.30 +49 59 59.4 17.243 0.014  0.932 0.040 1.105 0.013  0.669 0.009  1.270 0.014 4
SN 1998ec 7   06 52 58.94 +49 58 57.6 16.018 0.012  0.127 0.042 0.713 0.012  0.410 0.007  0.804 0.016 4
SN 1998ec 8   06 53 07.87 +50 01 29.3 17.788 0.014  0.258 0.044 0.779 0.019  0.449 0.013  0.912 0.011 4
SN 1998ec 9   06 53 11.40 +50 01 06.1 16.161 0.012  0.075 0.041 0.711 0.013  0.409 0.007  0.818 0.010 4
SN 1998ec 10  06 53 14.07 +50 00 54.6 17.367 0.013  0.890 0.040 1.055 0.014  0.634 0.009  1.199 0.013 4
SN 1998ec 11  06 53 21.78 +50 00 41.7 16.206 0.012  0.444 0.050 0.867 0.014  0.489 0.007  0.950 0.012 4
SN 1998ec 12  06 53 18.34 +50 01 32.1 16.723 0.013  0.078 0.042 0.660 0.016  0.385 0.009  0.764 0.015 4
SN 1998ec 13  06 53 17.10 +50 04 26.3 16.563 0.011  0.128 0.040 0.712 0.013  0.431 0.007  0.879 0.012 4
